wave_label,cluster_aligned,n,pct_female,mean_age,mean_puberty,mean_wear_frac
yr2,0,138,52.89855072463768,11.821178145114132,2.5538461538461537,0.9432999769956292
yr2,1,113,54.86725663716814,12.060200839048544,3.0388349514563107,0.8653493333368124
yr2,2,2126,51.36406396989652,11.984588919622295,2.6222894604135147,0.9309146550697421
yr6,1,263,48.28897338403042,16.08412565317467,4.135658914728682,0.8193883743878446
yr6,2,1253,55.43130990415336,16.052829146544656,4.145543744889616,0.845926723234034
